,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
Rhoj,0.012041395,0.683970235,0.034,0.027,1
Rhoq,2.43E-45,0.689188115,0.436,0.351,6.45E-41
Rhot1,6.19E-05,-0.127079695,0.581,0.621,1
Rhot2,5.64E-17,-0.390375373,0.251,0.314,1.50E-12
Rhou,0.711523326,0.174249591,0.254,0.258,1
Rhov,8.05E-05,-0.604938613,0.012,0.02,1
Rhpn1,3.52E-08,-0.580256667,0.039,0.059,0.000935133
Rhpn2,0.015594276,-0.325540716,0.013,0.017,1
Rian,0.945250039,-0.000568805,0.992,0.991,1
Ribc1,0.113381623,0.389803541,0.074,0.068,1
Ric1,5.54E-10,-0.208646796,0.491,0.547,1.47E-05
Ric3,0.032572111,0.115504633,0.497,0.497,1
Ric8a,2.32E-05,-0.247835494,0.114,0.138,0.617269824
Ric8b,0.004179541,0.090819302,0.616,0.612,1
Rictor,0.0229079,0.061940682,0.623,0.627,1
Rida,0.812302028,-0.054302283,0.043,0.044,1
Rif1,0.713735213,0.096753004,0.357,0.363,1
Riiad1,0.613259691,0.151473748,0.06,0.058,1
Rilp,0.368556915,0.030632204,0.011,0.012,1
Rilpl1,0.301822561,0.023523292,0.218,0.229,1
Rilpl2,0.031455952,-0.090556114,0.121,0.134,1
Rimbp2,0.426966142,0.048687647,0.842,0.841,1
Rimkla,0.889881997,0.029605718,0.195,0.195,1
Rimklb,1.32E-21,-0.400310818,0.213,0.283,3.50E-17
Rims1,0.132681584,0.016708723,0.992,0.991,1
Rims2,0.000285701,-0.03879461,0.986,0.989,1
Rims3,0.766579285,0.095516083,0.109,0.111,1
Rims4,0.299762346,0.044634513,0.392,0.413,1
Rin1,0.005920164,-0.182450619,0.075,0.087,1
Rin2,0.295274869,0.246498086,0.16,0.157,1
Rin3,0.961262425,0.080098548,0.016,0.016,1
Ring1,0.000236434,-0.099943186,0.442,0.48,1
Rinl,0.68694882,0.142471943,0.014,0.015,1
Rint1,0.040317608,0.026955434,0.282,0.305,1
Riok1,0.605969238,0.030224033,0.379,0.391,1
Riok2,0.727919637,0.019102633,0.379,0.393,1
Riok3,0.156957085,0.063569404,0.635,0.636,1
Riox1,2.09E-06,-0.501149651,0.024,0.037,0.055504357
Riox2,0.020312958,-0.081867122,0.098,0.111,1
Ripk1,0.27891668,0.072188259,0.076,0.081,1
Ripk2,0.012937233,-0.022050057,0.413,0.444,1
Ripor1,5.23E-10,-0.31948892,0.231,0.277,1.39E-05
Ripor2,2.82E-12,0.241948314,0.499,0.458,7.51E-08
Ripor3,0.174366958,0.075057907,0.019,0.023,1
Ripply2,9.09E-05,-0.174284156,0.052,0.068,1
Rit1,0.003253246,-0.12495381,0.221,0.244,1
Rit2,0.951093326,0.019388886,0.895,0.907,1
Rita1,2.64E-07,-0.142225212,0.152,0.186,0.007008169
Rlf,0.04908694,0.065126805,0.678,0.688,1
Rlim,0.253965072,0.036097799,0.351,0.37,1
Rmc1,6.36E-10,-0.222385432,0.204,0.25,1.69E-05
