,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
Ubxn10,0.265008412,0.174091173,0.01,0.006,1
Ubxn11,2.04E-09,-0.616766779,0.496,0.528,5.03E-05
Ubxn2a,0.575282024,-0.180117932,0.348,0.307,1
Ubxn2b,4.35E-06,-0.614447509,0.427,0.454,0.107339444
Ubxn4,2.24E-18,0.464923702,0.775,0.596,5.52E-14
Ubxn6,3.67E-05,0.172939855,0.216,0.148,0.905702318
Ubxn7,0.002791217,-0.529044598,0.417,0.414,1
Ubxn8,0.253136331,-0.188118307,0.073,0.06,1
Uchl1,1.70E-11,0.345226005,0.614,0.443,4.21E-07
Uchl1os,0.013940198,-0.907523369,0.113,0.138,1
Uchl3,2.14E-17,-0.882395246,0.425,0.512,5.29E-13
Uchl4,1.06E-07,-1.215462014,0.133,0.201,0.002606405
Uchl5,0.006548255,-0.844369893,0.154,0.183,1
Uck1,0.008755445,0.324329978,0.047,0.028,1
Uck2,6.02E-97,1.347664446,0.787,0.47,1.48E-92
Uckl1,0.010479799,-0.16110112,0.258,0.2,1
Ucp1,0.100365395,0.760242282,0.013,0.007,1
Uevld,0.003540135,-0.603263671,0.228,0.258,1
Ufc1,0.152978487,-0.252851724,0.163,0.136,1
Ufd1,4.17E-05,0.141139033,0.451,0.339,1
Ufl1,0.386637997,-0.149761929,0.31,0.272,1
Ufm1,0.921940944,-0.509155343,0.075,0.072,1
Ufsp1,0.041182041,0.41432583,0.015,0.007,1
Ufsp2,0.001269813,0.030951732,0.431,0.334,1
Ugcg,1.58E-08,0.415625509,0.343,0.235,0.000388935
Ugdh,1.97E-22,0.850446325,0.306,0.151,4.86E-18
Uggt1,2.02E-10,0.355588511,0.619,0.455,4.99E-06
Uggt2,0.108440211,-0.008204311,0.648,0.547,1
Ugp2,6.03E-06,0.246244546,0.361,0.264,0.148818873
Ugt8a,9.23E-13,-1.378191336,0.115,0.214,2.28E-08
Uhmk1,1.08E-11,0.31550717,0.356,0.218,2.67E-07
Uhrf1bp1,3.32E-13,0.422721211,0.321,0.189,8.18E-09
Uhrf1bp1l,7.16E-108,0.997725433,0.926,0.703,1.77E-103
Uhrf2,0.135558209,-0.018278098,0.589,0.503,1
Uimc1,0.000187747,-0.385951814,0.509,0.512,1
Ulbp1,0.012699187,1.569285306,0.012,0.005,1
Ulk1,1.82E-45,1.080085209,0.435,0.185,4.50E-41
Ulk2,0.001229585,-0.212702586,0.729,0.702,1
Ulk3,0.076876111,-0.780113816,0.072,0.088,1
Ulk4,9.66E-06,0.281937105,0.773,0.669,0.238254793
Umad1,0.009224776,0.079829919,0.725,0.621,1
Umps,0.00442567,0.337912103,0.078,0.052,1
Unc119,0.280035945,-1.220085937,0.008,0.012,1
Unc119b,0.054900001,-0.144069105,0.14,0.111,1
Unc13a,0.427435771,-0.043331297,0.785,0.724,1
Unc13b,2.81E-24,0.721868383,0.843,0.727,6.92E-20
Unc13c,0.759929792,-0.694917546,0.01,0.009,1
Unc13d,0.282371005,2.030328571,0.013,0.009,1
