,RNA.0,RNA.1,RNA.2,RNA.3,RNA.4
Rcor3,0.366997751206039,0.352742675680412,0.247037614392187,0.429044497483703,0.441638469236607
Gm10516,0.240572904575107,0.246355131603242,0.321486070383931,0.360121752712616,0.325441774880891
Kcnh1,1.62278961756132,1.18795770915231,1.09369715444376,0.946496240966407,0.513939435178479
Hhat,0.0790459933972162,0.0975658987327203,0.0573414082263191,0.127077194731063,0.0272114026661732
Sertad4,0.0431845283962664,0.0105333411631267,0.0237227057894819,0.0994217598752388,0.0184149175564141
Gm15867,0.0245855007481584,0.0178150351926415,0.0447540478179778,0.0416017099849875,0.0120132097254141
Syt14,0.325144939400915,0.325805873780865,0.264065479455598,0.620402742161193,0.550636603024009
Utp25,0.190299544743327,0.271398205400611,0.18950352796842,0.214948252360333,0.252149946596326
Irf6,0.00815764180666629,0.0142662643043976,0.00473115227213588,0.045271688807675,0.00952654954091558
A130010J15Rik,0.0233972351783202,0.0171150347754212,0.014851001233468,0.0168352708497515,0.0592825261991951
Traf3ip3,0.0212386246601121,0.0568148801557607,0.0201458599863229,0.0480213282984412,0
4930570N18Rik,0.00111553980413352,0.00236103382388374,0,0,0
Lamb3,0.0439867133492916,0.089692236470816,0.0752100362804038,0.0882179562562221,0.629914472999663
Hsd11b1,0.049002627640715,0.0570963040555497,0.0380216310807931,0.0761128356116936,0
Camk1g,0.174819937977274,0.163904383473924,0.167496317393961,0.0401606306132836,0.0852717575006376
4930503O07Rik,0.0106845901820545,0.00523233114554785,0.01178335110412,0.00360758364588536,0.032281286215568
Plxna2,2.04957199601415,1.97544301551973,1.44517120315395,2.0549848612988,2.99541316857019
Cd34,0.0991552520594364,0.105392910129562,0.124601836797506,0.0891939221426763,0.0283083738095688
Gm16897,0.0304438953528027,0.0421336172238548,0.0235461482643038,0.00880137405424644,0.0267596475219228
A330023F24Rik,2.96873111953222,2.90575847194984,2.55735279317707,2.85726033734735,1.84895373096354
Gm32250,3.13457697964964,3.37986531657839,4.33963605034255,3.03682433838523,1.85944780986424
Gm37027,0.00423444095547919,0.00464269268437355,0,0,0
Cd46,0.550318578072708,0.449333060848067,0.396395552073581,0.838254646688359,0.708036556146733
Cr1l,0.176134825538723,0.1620310775611,0.177881547641433,0.267207905486538,0.144881345196934
Cr2,0.102271000172772,0.178270649652129,0.151604753432949,0.135054352959935,0.208063414762281
Fam171a1,0.75267586351474,0.749838298967303,0.696848948942182,0.581915112419203,0.630123606850408
Nmt2,1.74103752324316,1.87798534952449,1.96653835666814,1.14055396496326,0.99553002963395
Rpp38,0.0459193247931759,0.0413108968598564,0.0556372125745159,0.0450809566465859,0.108403219032418
Olah,0.00225963453718796,0.0059304943099569,0.00275943672170087,0,0
Meig1,0.0132223633411616,0.0075745397390285,0.00680868045639079,0.0250766995293871,0.0358634108657326
Dclre1c,0.275928472839429,0.284968638111463,0.228038803964982,0.354293254026755,0.265268981300112
Suv39h2,0.0550191329456065,0.0600552735855889,0.074789255687343,0.0437107825130241,0.0185841163791141
Gm13184,0.0679109990040634,0.063298810616506,0.115251232812498,0.0606831763290941,0.0163779506925416
Hspa14,0.229997695864105,0.191080626852669,0.236692511160398,0.252239965992162,0.180450236305902
Gm45902,0.020591658741025,0.0225031337390493,0.0144844024553163,0.00940664262374993,0.0422751610251064
Cdnf,0.00540822198269508,0.00709892517713905,0.00805953904996039,0.0165246675565033,0.0304125153583203
Fam107b,0.00187764936258481,0.0034998515049196,0.00360510020736536,0.0271250391285973,0.0325579123866578
Frmd4a,16.8918048187427,16.906002191762,12.2430968127545,9.19058737471583,3.50281842484947
Gm10862,0.403523276650629,0.372732344224247,0.213701654537258,0.227024152537785,0.0718589764261255
Gm38085,0.179144780013337,0.185230044890225,0.128532252023241,0.118441383493886,0.0785613224421346
1700080N15Rik,0.595164686475985,0.644081159042313,0.680346868779101,0.295236287418541,0.0985087336714332
Gm13189,0.00206905847472359,0.00616492066228341,0,0.00512654778828186,0
Gm37814,0.135696822950905,0.117342727517466,0.13872758975341,0.0877059719625291,0
Gm37107,0.10256200940197,0.0875467077990802,0.0302267173119628,0.0635559585558352,0.0297637023070859
Gm38348,0.0653839832141145,0.0779758138096467,0.0352850662147815,0.0144545827845847,0.0392246123915873
Gm13187,0.639157922395721,0.593433387402374,0.529565577382553,0.30511135561894,0.0656796004851899
Gm36988,0.204555577009243,0.221873153512408,0.212539823156954,0.139555271260856,0.0932816709879698
Gm13175,0.0082672556856852,0.0101138945377355,0.00964830866760605,0.00957672565152451,0
Gm13179,0.00992305312382377,0.0318345741927155,0.0167974038120869,0.0237112029591879,0
Prpf18,0.456726401302429,0.466537752824058,0.605663906779059,0.677266435640804,0.697943845513113
Bend7,0.0757543224379512,0.0217321893361591,0.0753596055790739,0.00425075769726557,0.0882318008487453
Sephs1,0.0904990073635476,0.108104289645684,0.129504808247138,0.0883480803490284,0.153197223624959
Phyh,0.113953261405403,0.130475333048421,0.10071839224738,0.219452832541733,0.196814585620322
Mcm10,0.00240425028804256,0.00766287735816761,0.00600897080318771,0.0118565489836316,0
Optn,0.0402405012126948,0.0725670380381881,0.0689509247389917,0.0563581939770855,0.33672279887933
4930551O13Rik,0.0161154498914508,0.0218988987164105,0.0060441340616562,0.0142361455992904,0.0650773629657249
Ccdc3,0.0116177385867575,0.0394053685370606,0.0137960180178787,0.0359721228477758,0
Camk1d,5.55153128689151,5.01257203333362,4.69872502618879,6.39866430291575,5.50000001915803
Cdc123,0.278712294666462,0.281273775043797,0.230465710693459,0.41375301722848,0.317357990832229
Nudt5,0.428167655663208,0.412501418679911,0.414035426299732,0.525919150852007,0.404889889895299
Gm13199,0.00475041310485005,0.0013144274846787,0.0069551417354612,0,0
Sec61a2,1.18148256092773,0.980703168941526,1.07027868619231,1.31941842240554,1.12526070357479
Gm13267,0,0.00172773986056917,0,0.00185067016468003,0.0112610329970789
Dhtkd1,0.167688835165859,0.167353800781184,0.136626078372583,0.211034630425977,0.156071790562545
Upf2,1.01608254694586,1.02068210299909,1.37863785143746,1.33685311345354,0.965393444069732
Proser2,0.00840054003328317,0.00917138710360075,0.00992728851650634,0.00336309028353014,0.0348111841372396
A230108P19Rik,0.00317714489051559,0.00415331055917357,0.00970797096404154,0,0
Usp6nl,0.0518737484871538,0.118405088773988,0.0480427174383859,0.117497111659672,0.110274309464594
Celf2,56.4883110955217,46.7428383913423,41.2181354228431,44.6935066571624,26.0986829678186
Gm13389,0.0822094168875827,0.070170771904808,0.0562145926549023,0.0358296715205714,0.015416705850794
Gm10855,0.0434322868627259,0.0393859631389045,0.026150708027966,0.0291861029515859,0
Gm10115,0.837249208511953,0.630823171932917,0.562141293434139,0.532381059935792,0.290619418268294
Gm28641,0.010249062425081,0.00933044411427178,0.00940877834419085,0.00355366658434006,0
Gm13211,0.906527807671686,1.35400700213637,1.08758494630049,0.247208476668425,0.273652763871988
Gm13219,0.00714048831933379,0.0039888821702877,0.00291790531747393,0.00475662359787061,0.0120132097254141
Taf3,0.440382542858919,0.524690005390394,0.453962216218453,0.468461124492756,0.387609756146775
Atp5c1,0.608093016385257,0.560326880466811,0.552636300032308,0.630047251950541,0.447535726426996
Kin,0.0586133393071403,0.0794504822560978,0.0996703156392703,0.0708590442490892,0.056912254886602
Itih2,0.00414909168922363,0.00415301143007676,0.00318777932916372,0.00363766658239406,0
Gm13261,0.00316605612229588,0.00444144819076261,0.00519688394838455,0.00821621214163669,0
Sfmbt2,0.105871966195547,0.235980195702079,0.112534170119455,0.11261675092699,0.10972481950132
Prkcq,0.00467574668028045,0.0163795408169025,0,0.0383910488365042,0
8030442B05Rik,0.00716314086707665,0.002692413049764,0,0.0380440364539531,0
Gm13293,0.00172457799576444,0.00176440282022147,0,0.0117177796213751,0
Pfkfb3,0.338137055071778,0.368466532700275,0.293453199396918,0.283898901281621,0.108733727412156
Gm10851,0.207565016552596,0.2346902192001,0.237253749038022,0.187262279513545,0.130184049498245
Rbm17,0.195747565137325,0.157570879439901,0.218186388639193,0.224240427446748,0.0676101596048978
Il15ra,0.141676626917049,0.116351701790913,0.133875765833785,0.334968388510136,0.537982887156925
Fbh1,0.252230744026592,0.253039510814038,0.280265593492576,0.208986072372235,0.310670332346655
Ankrd16,0.122425447777952,0.13191622631207,0.117538562615522,0.0831836875978089,0.072694287222861
Itga8,0.0561825878666677,0.0315315815944719,0.0604071750517334,0.302787806453745,0.160643700463914
Mindy3,0.403663449184295,0.410896109146456,0.27742577959491,0.322285048500888,0.331073055376601
Pter,0.0291090744804863,0.0401180373796492,0.0147619381557013,0.0216427630891297,0.0421763533727169
C1ql3,0.845119358449678,0.860745685533557,1.28336344749347,1.14236061519862,1.2397560877953
Rsu1,0.629333675454743,0.580479079056154,0.444289228590332,0.499120928731482,0.334766670709239
Gm13270,0.0477320536546499,0.0453516497250493,0.0219883961377974,0.0448952259810781,0.0256240057355312
Cubn,0.0519520646891475,0.0861919677198681,0.0579600065517869,0.0433497194288366,0.18690347270285
Trdmt1,0.0799053719399112,0.0466868460185528,0.0554034630292233,0.105641111911735,0.0786903996684405
Vim,0.00146241163377703,0,0,0.0062985063721989,0
St8sia6,0.00622407117689851,0.0110257396847231,0.00447211191012844,0.00509862525767177,0
Hacd1,0.476562285042729,0.426405120770645,0.302414027301218,0.450583643303385,0.456058781633507
Stamos,0.016986732763125,0.0189823664436037,0.0282215733001263,0.034467573876204,0.0428617964236117
Stam,0.327076205128641,0.329237563156496,0.279084713846503,0.44006203558105,0.708150883085065
Tmem236,0.00714344936093113,0.00465968084381854,0.0108921773541751,0.00755231296536184,0
Mrc1,0.00145501550093035,0.00434919149356956,0,0.00401577718540602,0
Slc39a12,0.000313565829853536,0.0036147129545065,0.0108340825302332,0.0507663577991879,0.00944032112196328
Gm13266,0.000713041456943348,0,0,0.0188646200646034,0.12039165360492
Cacnb2,1.8231485196334,1.31974230974484,1.39590937348239,1.27035771402336,1.16626563477835
Gm10848,0.0710132273479946,0.111314829593499,0.0595285026401672,0.035949304608012,0.0873711950255667
Gm13269,0.681674517844326,0.491621993292123,0.66982028084644,0.39013464530561,0.308747410315502
Nsun6,0.442268783022225,0.427104538738856,0.598774499965366,0.563773799220215,0.439296785162194
Arl5b,0.216223247566475,0.211822816842652,0.4138673740683,0.245534591998163,0.173004430117992
Malrd1,0.0132295073254083,0.00939236541260539,0.0368840444459388,0.018111152405981,0.0378112796635235
Plxdc2,0.61849636280417,0.414156947302787,0.476734317627749,1.2997764256541,0.950309882818441
Nebl,7.3760057571276,7.52708269398777,6.5379466086368,8.33824070323357,11.0548558767599
Gm13324,0.00460543880536372,0.00654135795745365,0,0.00481180692168677,0
A930004D18Rik,0.0302639827113957,0.0373876715218628,0.0236692455154845,0.0271263288658418,0
Gm13330,0.00289060348034877,0.000675339146877823,0,0,0
Skida1,0.126330342459342,0.117797907549724,0.151221762479365,0.0493020356613757,0.0960748990564752
1810059C17Rik,0.00654003700422293,0.00547712763203565,0.00399280974820543,0.00583795113500478,0
Mllt10,2.66087669043225,2.30028038165417,1.92773965746516,2.85378373019455,2.25791280122589
Dnajc1,1.78200245631875,1.5981746272676,1.37216638324733,2.02215982457896,2.16911047714392
Commd3,0.439772954540914,0.450977859360193,0.551907115465666,0.466241434109028,0.362519117321911
Bmi1,0.0238150580036456,0.0296356141444839,0.0224337358068539,0.044394713748926,0
Spag6,0.0578268245047134,0.0454824989090517,0.035949792487233,0.0787336724977047,0.0557449642699627
Gm20539,0.00809560640455298,0.00149665471022191,0.00276861366654153,0.011560415082727,0.0112610329970789
Carlr,0.0030891456528574,0.00142655953561505,0.0133665022074075,0.00787179057258617,0
Pip4k2a,1.83230583349056,2.10221250043651,1.34210580730761,0.783407725982935,0.841640115740027
4930426L09Rik,0.00413349350123677,0,0.00414576166347858,0,0
Armc3,0.00934698463390398,0.0247166762464255,0.0172866983415394,0.00716705738183561,0
4930447M23Rik,0.00391397965950312,0.00359173549623368,0.00601083633574608,0.00430806081258643,0
Msrb2,0.188178765684739,0.22122539881031,0.144911145076012,0.169746163394242,0.191599960773695
Gm33940,0.0244173664025001,0.0191497540844458,0.0339320100453644,0.0337664070561743,0
Gm13344,0.00958902622148454,0.0104128996738477,0.0173695475421806,0.0153201587824005,0.026151174710768
4921504E06Rik,0.058273063699219,0.041078333789792,0.028891873174513,0.0263491019064457,0.0256247301678887
Otud1,0.030752851926225,0.0265209133649259,0.0559374257178433,0.0720595496747371,0.106624405350168
Gm13346,0.012979309251162,0.0150874501726443,0.0160913531717877,0.00576735643175173,0
Etl4,6.71085599212077,4.23369782656991,4.46543563965918,4.45102899793718,2.33763340916719
Gm17171,0.439978578065754,0.287354060357378,0.422329896943479,0.261300070426969,0.0496363118175161
Gm13335,0.00366478807094986,0.00359352631663921,0.00732040614056034,0,0
Gm13362,0.016027930531898,0.00884780869080144,0.0300433536254981,0.0186682969830283,0
Arhgap21,1.4349161479583,1.52676661888459,1.33177842739319,1.41981515114882,0.867479484846813
Gm13375,0.00282336994485533,0.00601039123657215,0.0280628476584551,0.013001496758406,0
Gm13376,0.0010208383737228,0.00444025927901196,0,0.00811864918667372,0
Enkur,0.0301778393023954,0.0258877086261167,0.0314097128418612,0.0335111386372306,0.033589012885613
Thnsl1,0.168123518397367,0.169470194702021,0.157552284970752,0.198291827179472,0.0982749269148698
Gm13327,0.0307279054951273,0.0427262021546032,0.0296718851872507,0.0175328885809263,0.021837300695206
Gpr158,2.9806311315388,2.94705505756863,1.89424601317353,3.97471957578356,7.08377787337494
Myo3a,0.00287007193008027,0.00108500233818004,0.00238749411482701,0,0
Gad2,0.00106060509641961,0.00531079692256701,0.0116317910909648,0.00313748227714699,0
Apbb1ip,0.00643052756929542,0.0113420299909793,0,0.0781372991504789,0.0267596475219228
Pdss1,0.531623006873923,0.568617564397745,0.444185224418305,0.584043404604891,0.423914838241404
Abi1,0.85679569664753,0.825787543540972,0.805160978118077,1.13551810686555,0.863003771528795
Acbd5,0.386880435410873,0.342810599803186,0.353559753268351,0.448036897362358,0.295029434205475
Mastl,0.0840601151229771,0.0757292643084893,0.11933065594657,0.114242550247187,0.173855939898432
Yme1l1,0.659174538585924,0.618129262307545,0.624018671292562,0.826898527262308,0.68814274039679
4931423N10Rik,0.0312875919639933,0.0227273388018922,0.0258511368747046,0.0661119793542499,0.00971223615496455
Nxph2,0.000765887376261321,0,0.00928572357143786,0.00248973854259669,0
Spopl,0.270138763653299,0.293149598820201,0.227500673886421,0.326992415931667,0.348063379929007
Hnmt,0.117219320541942,0.116586967218579,0.0832663519670855,0.127124391007947,0
Gm13417,0.00354351237886903,0.00191417783669192,0,0,0
Cacna1b,2.2342813843033,2.04163673623994,1.69761285687208,2.1006209417321,2.00877535538044
Ehmt1,1.21638780819639,1.28070277321062,1.03178789172847,1.2317921853702,1.23206779284876
Arrdc1,0.120649141061524,0.145073580983262,0.137210722300999,0.123885237441022,0.108506558153737
Zmynd19,0.0261361708819072,0.0441788838438275,0.0557031588695149,0.0344794942242622,0
Dph7,0.190326027401382,0.179227293574507,0.162308988680675,0.213965293017259,0.258218456588621
Mrpl41,0.208622584474951,0.247809153893445,0.416912358306366,0.356098884484414,0.152116363332482
Pnpla7,0.187171548417897,0.170251659501433,0.183899130032318,0.21922783103498,0.10146199136338
Nsmf,0.590721887605965,0.541252631113261,0.851527330057944,0.646907295606047,0.333133713943641
Nelfb,0.187138926545575,0.192808662599922,0.243599112076518,0.389403081477411,0.276258647897254
Fam166a,0.00075564200100047,0.0038142959622774,0.00573247220667552,0.0213506175916515,0
Tubb4b,0.149387113546099,0.183005853579203,0.268176479508297,0.238903903561249,0.32407704499228
Cysrt1,0.00139807661034899,0.000556716928926733,0,0.00496075054171396,0
Rnf208,0.0567709451569526,0.0581849440587771,0.124048107967922,0.133900897227691,0.0971325275479024
Ndor1,0.282443421106693,0.226264898513667,0.315726549519847,0.31266748503887,0.158693781876318
Tmem203,0.00616641813507115,0.00977324414333847,0.0163551362520653,0.00726487448079273,0.0267596475219228
Tprn,0.00124661402365884,0.00495040095027147,0,0,0
Ssna1,0.0672277047046331,0.0757166646466387,0.131914214830747,0.112280674817088,0.0640916468346928
Anapc2,0.07804491052339,0.0899304254296232,0.0826584125256764,0.128670184569793,0.130508161407769
Grin1,4.85950927257722,4.79528617625342,4.46055784993264,3.94365307935283,2.41127148248807
Grin1os,0.26565579561016,0.290906107569865,0.293101108868948,0.237687911073671,0.127698541709701
Man1b1,0.167554177211503,0.154910247924299,0.140849471153801,0.17287447689426,0.166648547385474
Dpp7,0.045687553670908,0.04478695971157,0.0784359157107536,0.058558898437583,0.05921846460488
Uap1l1,0.0164352025530671,0.0159990506182138,0.0279582298977881,0.0263713889159819,0
Npdc1,0.286468408272041,0.347530279029043,0.561626186908332,0.362670795688476,0.217309198019483
Fut7,0.00245313076110055,0,0,0,0.0434646416469412
Abca2,0.25650381580215,0.310690869481824,0.431580356433463,0.248634934716337,0.347321507013084
Paxx,0.0375762888865777,0.0564224862163484,0.113146693121277,0.0944827787436578,0.0986326840813231
Ptgds,0.0150943709859776,0.0433753481068689,0.0540420943987137,0.0398804451339435,0
C8g,0.0152594387694527,0.0148806249324755,0.0261811360123497,0.0323487770450009,0.028099043508559
Fbxw5,0.0892492293977252,0.13163561373192,0.129335221188424,0.0766157195185467,0.0157871397580407
Traf2,0.03134326561079,0.0418108513496271,0.0252003378594886,0.0218152853153866,0.0535192950438457
Edf1,0.164033665958352,0.244380279567511,0.24327086569077,0.185342757511072,0.119291410975191
Mamdc4,0.00574629475331449,0.0053802219917387,0.00416028665692067,0.0143482572229365,0.00952654954091558
Phpt1,0.011085494089034,0.00962590975447675,0.02811392863197,0.0281426613417125,0.082890211826139
Ajm1,0.0326028414564596,0.0353590188782214,0.0362120832334486,0.0498674533833838,0.0433412460974078
Rabl6,0.779455588615883,0.854972064204575,0.968731053982047,1.07046067489258,0.700006617848237
Fcnaos,0.0132206021153882,0.00825120791743486,0.0148181982210866,0.0203773839766962,0
Ccdc183,0.0189017318022566,0.0184475207163085,0.0336542753476627,0.0316297530123285,0.021409333613082
Tmem141,0.00303056373641354,0.0101794683675638,0.0128508352021027,0.0206061039218155,0
Fcna,0.00991060312877621,0.00822360081358633,0.00992933451695554,0.00353326926338402,0.00952654954091558
A230005M16Rik,0.00344210312600272,0.00743763904800653,0.00588697564039345,0.00171873369888507,0
Bmyc,0.0876884415469961,0.133428290126454,0.171694941215225,0.177164895641924,0.141755781599611
Obp2b,0,0.0038917474642544,0,0,0
Kcnt1,0.930168260823529,1.12495954960126,1.10593412502752,1.6588466974868,1.65616357104653
Camsap1,0.438201413162899,0.417229273744919,0.412924561377807,0.581977185644796,0.545047090060363
Ubac1,0.220887067866946,0.234678858040927,0.192931531820622,0.286553087271034,0.234612060901952
Nacc2,0.0131375577699593,0.061735716531605,0.0177794708006314,0.0521754857194263,0.017831939650779
Tmem250-ps,0.0164935048668231,0.00644838875395471,0.00710876862605952,0.0165408968688565,0.0173542403644501
1810012K08Rik,0.00852566808842042,0.00425844620403614,0,0.00306357343783795,0
Gm27196,0,0,0,0.00733582593614448,0
Qsox2,0.106025140868778,0.122156246059107,0.118958645930207,0.145368302433797,0.182735833214227
Ccdc187,0.00248739214669159,0.00110598364803176,0.00276119679104754,0.00429470248448539,0
Gpsm1,0.112899180434365,0.10108248381437,0.180366743013592,0.210031114284621,0.251603478178311
Dnlz,0.063430304242832,0.0644396010531688,0.0719339467242067,0.148526075254474,0.0762024409759158
Card9,0.0213732555165783,0.0132864341682597,0.0137992095398857,0.0133182141126474,0.0162951640841547
Gm13562,0.0528230770421156,0.0527830008994534,0.0319415645721067,0.0584141605375238,0.00921623310434066
Snapc4,0.191061761751809,0.201134714952079,0.209534764520842,0.20320182678549,0.192891617854059
Gm13563,0.0669108212615161,0.0412816779435841,0.0199152599090293,0.0635357736488309,0.0913747102075012
Entr1,0.302894631348405,0.290065087889034,0.348740345256998,0.267625462808932,0.237712715538279
Pmpca,0.133427294014035,0.121141911946531,0.138911146912359,0.188760288242523,0.166005762031042
Inpp5e,0.0574496676345651,0.0392403312412965,0.0660305696981322,0.0452780798210104,0.00971223615496455
Sec16a,0.276816286225749,0.268644708411081,0.289853435968741,0.330112734892645,0.221804682677776
0610009E02Rik,0.0725244859418394,0.0727833533938875,0.094550695929477,0.0959595183149217,0.0847260943373712
Notch1,0.0145672655860451,0.0226853166120336,0.0189154498722499,0.0276161256567034,0.0602917108323909
Egfl7,0.07870687802119,0.0779490740817202,0.121815104806218,0.0830099986568135,0.0560433438616744
Agpat2,0.00566328154976092,0.00450752209333162,0.0100508276168636,0.00429470248448539,0
Dipk1b,0.700368080820117,0.753063538966891,1.05929642100055,0.684883717884315,0.750467936322287
Abo,0.00197751974952334,0.00883471623762825,0,0.00692347688701094,0
Surf6,0.0824552997789713,0.0759514294185877,0.0517020195629682,0.132150551931564,0.167320757769858
Med22,0.0273710756237479,0.0186583864820848,0.0367454069173841,0.0550176937096006,0.0827549164793773
Rpl7a,0.081993309408221,0.0807040136065823,0.0948917152592961,0.140491287962368,0.114008534531537
Surf1,0.035537460899142,0.0312667182460133,0.0788451345270035,0.0898759007637918,0.0160974561946157
Surf2,0.0695587222888101,0.0896575874666404,0.160925654652666,0.0741055310662639,0.104305537546954
Surf4,0.0442687448180147,0.0272345310370415,0.0537812807611122,0.0336300307541368,0.0552449508307431
Stkld1,0.00356254882247972,0.00402735235995922,0,0.0162354467930317,0.00944032112196328
Rexo4,0.473867109020048,0.466339532554087,0.363920412877698,0.54557787377098,0.309303087909134
Adamts13,0.00593751478558311,0.00237223373320188,0.00293730786334939,0,0
Cacfd1,0.0908525630999732,0.0628485702391879,0.122311387690824,0.124938985519489,0.131454377168938
Slc2a6,0.115747587293323,0.0991397691619463,0.122865904510388,0.0711401441548453,0.0224223793283601
Gm13398,0,0.000842066616732116,0.00343244872264853,0.00143112373553062,0
Adamtsl2,0.00637536951273625,0.00408176797325857,0.0126674441773061,0.00672196083384509,0
Fam163b,0.154517134583313,0.097443896587051,0.0951015753691526,0.162304518750811,0.11759261068603
Dbh,0.00539611530211946,0,0,0,0
Sardh,0.0124654628709945,0.0119684286783202,0.00993364690476803,0.0264893927517965,0.0508694848973724
Sardhos,0.00341455838837387,0,0,0.0242665691230804,0.139577795010245
Vav2,0.0563577771111264,0.103875451923932,0.0947436378197707,0.0842722166005434,0.137038507570034
AA645442,0.000681128384526943,0.00131797668991412,0,0,0
Brd3os,0.0179940057301941,0.0132150595368298,0.0666901598995452,0.0439350461955138,0.0477547963974812
Brd3,0.308122280159345,0.247289847360871,0.359443762467815,0.382688962719661,0.284570108403298
Wdr5,0.132450738089215,0.118539291732266,0.121679203827372,0.147303709662977,0.0554644217888306
Gm13421,0.00678107403288062,0.00529773322532966,0.0166872599613813,0.00785056191710696,0
Rxra,0.0216496707911993,0.0163616207618724,0.0124661227919871,0.0113124470061862,0
Col5a1,0,0.0023177965416564,0.00387903613710065,0.00379151807075428,0.01121118966418
F730016J06Rik,0.00325536953871483,0.000778601235095139,0.00317050265783238,0,0
Olfm1,0.26069602091916,0.250265880112722,0.32722784604189,0.52239551441324,0.405399829018828
Ppp1r26,0.0120682877464203,0.00806810465945091,0.0139237786712015,0.0308745100832397,0.0310903347303453
1700007K13Rik,0.00708545564975413,0.00891780730306836,0.0237077042311082,0.0128523157250786,0
Mrps2,0.0158845415039773,0.012202328705979,0.0226576475665542,0.0339772469502535,0
Ralgds,0.123212675455045,0.114829830194509,0.111943864979224,0.143014053119594,0.253559288832374
Gm13381,0.0551289404061714,0.0513375491870514,0.0714806114885557,0.105962581737293,0.0357563300693738
Gtf3c5,0.0708210714833556,0.0811623079499865,0.104724919978451,0.0989322840940337,0.0685704182322256
Tsc1,1.02066360216924,1.04872120939118,1.10973952576306,2.01623487170748,1.99972973172703
Spaca9,0.007282370518784,0.00965907630950499,0.0385734481190241,0.0228088742030088,0.0760225540335989
Ak8,0.044123879302769,0.0465059072893455,0.0327915721911998,0.0982814802380688,0.0238735459972075
Gtf3c4,0.0834393846428634,0.0816556141064938,0.0721427956398679,0.0699122756097529,0.0696584019692612
Ddx31,0.192081791768736,0.182656553911286,0.155967415666274,0.179426701326622,0.182711356232405
Cfap77,0.00906941951069194,0.00841187626957559,0.00832696883711359,0.060262944483232,0
Ttf1,0.181462575329329,0.171952133433668,0.212719753177735,0.222866847285815,0.198464160746621
Setx,0.620359568503359,0.604663222462097,0.708640114440923,0.788425808201888,0.617371538274598
Ntng2,0.110489410193875,0.175100128726386,0.128965824844004,0.223223675119878,0.430130416098756
6530402F18Rik,0.013315393855766,0.0164713622409006,0.00623237018284528,0.013296636306058,0
Med27,0.433012167810536,0.503762157216625,0.362871870750831,0.466403985150318,0.440179087102995
Gm13402,0.417239066545979,0.550071147815367,0.60102875649122,0.586873145500588,0.375658805261644
Rapgef1,0.778486830474101,0.763642358972433,0.652125867884638,0.907625277324371,1.07667811774579
Gm13547,0.00419430380324809,0.00334249352719862,0.0103624016659555,0.0040498290972121,0.0246342773162794
Trub2,0.250357091395418,0.250627475182568,0.371689045105068,0.334487917015226,0.457864647564833
Coq4,0.135813363161815,0.14874427031078,0.201586560020149,0.173401367779584,0.214758384226609
Slc27a4,0.15308323134097,0.186425081235649,0.247545110114726,0.193148204842314,0.0623318529060141
Urm1,0.144810289963593,0.147607931445639,0.23743817849052,0.168310556912049,0.0273372680774519
Cercam,0.0162156576863655,0.0154682276102454,0.0347331630262826,0.0468396868133712,0.0270866909543996
Odf2,1.0830478647993,1.11049227041028,1.21598030831663,1.29898601375096,1.09704903767569
Gle1,0.26382906169088,0.260898449016487,0.422527644046471,0.462697734186102,0.489556226127509
Sptan1,3.00989128384693,2.95338366641521,2.77247577123678,3.11176368099245,4.05074334016457
Wdr34,0.159281014145913,0.191467260784709,0.249600167847979,0.26781244076461,0.184011086433348
Set,0.167969468085592,0.180880150150974,0.21004672569934,0.319641681397112,0.139803227335658
Zdhhc12,0.00568807093860588,0.0141874677485769,0.0114855042977158,0.0189025400345847,0.01121118966418
Zer1,0.541595307919794,0.483836126172327,0.506787464393396,0.523784693607125,0.188706358707599
Tbc1d13,0.168570054993855,0.13090543641201,0.154529986106328,0.185067539012987,0.0131418133074002
Endog,0.0309407685495827,0.0277759798748644,0.0335554873314002,0.0233146611662979,0.0280377734416594
Spout1,0.0974178453205039,0.101392911441401,0.114354215624199,0.197773791309987,0.155229166261099
Kyat1,0.131790617041701,0.0971791757990023,0.153562871685622,0.0940607036688979,0.0219905113641859
1700084E18Rik,0.000848280027416411,0,0.00493277612694203,0,0.00971223615496455
Lrrc8a,0.0903058887100791,0.0771299414952396,0.0655326953640307,0.0956193565346125,0.136947189667115
Phyhd1,0.261220261222331,0.258062531192661,0.292562074652521,0.457169637534842,0.312378757868538
Dolk,0.049395898853138,0.0463529494814714,0.057813950050453,0.0828508420398296,0.0702866943867373
Nup188,0.219884245054007,0.239078847063714,0.258977633625789,0.364651571204235,0.224429375284345
Gm14471,0.132676476508278,0.113500261102508,0.124603185498183,0.219848677050636,0.186506779353631
Sh3glb2,0.382616278456865,0.448317539450246,0.610355374754912,0.412501401976614,0.266057667413215
Miga2,0.425920499836641,0.404128671907212,0.467052290474909,0.413260009876075,0.301662341335057
Dolpp1,0.0309438304290091,0.0330199291224225,0.0467231387093532,0.00566348143835464,0
Crat,0.277355084691736,0.252844747246273,0.346268781250708,0.318630391283401,0.310910355843559
Gm16323,0.0158908323170695,0.0167935878699959,0.011601399159118,0.014284185218358,0.0207875825379945
Ptpa,0.370539911044896,0.350983354127065,0.476609833223516,0.492079133950517,0.343620337949295
Ier5l,0.109356645741441,0.176402088695381,0.210048209569262,0.18592331780164,0.0654742818247571
