,RNA.0,RNA.1,RNA.2,RNA.3,RNA.4
Lockd,0.00429897603588683,0.00528634399224703,0,0,0
Apold1,0.00662825262664642,0.011068106990097,0.00767181522580594,0.00281827561551844,0
Ddx47,0.184944175369691,0.192090294915794,0.235942805167123,0.237364452238671,0.265232277080738
Gprc5d,0.00459918244652454,0.00122882504050515,0,0.0429678776492189,0.316791053683155
Hebp1,0.139414729576662,0.132205528642449,0.106643040891222,0.144444835470202,0.236061408283388
Gm19434,0.0105054206648255,0.00680053716279669,0.00365748929452884,0.00667253105795338,0
Fam234b,0.320854392410117,0.326883298494521,0.325299534380937,0.401723953252757,0.267785937856628
Gsg1,0.0908090288308401,0.123702101554247,0.16690482113934,0.155681439265963,0.118908592957533
Gm36640,0.03187936027383,0.0594096306026073,0.0444466503813443,0.0260884248240985,0
Gm44275,0.00771116686590337,0.0107540979706665,0.00616520844179325,0,0
Emp1,0.00344347325442036,0.00590953756636121,0,0.00124548496132956,0
4930425L21Rik,0.033335587726943,0.0393817694741324,0.0186382429651089,0.0746805179314745,0.069107325679444
Grin2b,17.9290788946737,14.3562438520908,18.0839486029989,17.2198219854075,13.2430734027536
Gm14329,0.250888552926915,0.205713749009743,0.289310593542017,0.238865202200917,0.186608037445881
Gm14330,0.66222547389831,0.57947623591945,0.832474885236363,0.660837142125842,0.52073406285043
Gm26653,0.0200343688043456,0.0217919822910885,0,0.0224100314968151,0.0273372680774519
Atf7ip,0.453083548501132,0.442265045942882,0.469628420390434,0.690032306479822,0.53943653670634
Gm44140,0.000494856461934651,0.00128657105021947,0.00219456774257545,0,0
Plbd1,0.0029227957092529,0.00339578302970998,0,0,0
Gucy2c,0.00982276375670712,0.0039348815196458,0,0.00228630166927457,0
Hist4h4,0.00175897782280761,0.00161822984259216,0.00802938931151106,0,0
H2afj,0.109274924072675,0.151241661393391,0.173654603021378,0.176738002386959,0.116601738318021
Wbp11,0.21079606107641,0.272622330944604,0.282350481395703,0.325299542132015,0.140810461265037
BC049715,0.045949917840782,0.0320311632922877,0.0468437681380782,0.031260901863772,0.0270953145427327
Smco3,0.0294274377042997,0.0273313806576842,0.0184794558485291,0.0251046889692169,0
Art4,0.0334643071313152,0.035525208029419,0.0450419975911067,0.0134689553304609,0.00657090665370008
Mgp,0.0103635444886559,0.00661653572638021,0.0189359082160836,0.0299198308616332,0.0207354017587768
Erp27,0.0182477249664814,0.00986774892919067,0.0138114309303089,0.0329331621160329,0.0302619512996924
Arhgdib,0.388878431387774,0.327075001994596,0.508364944883806,0.322675610454777,0.297168894649736
Pde6h,0.158069311997272,0.122260096648544,0.0642031624478946,0.102827435307115,0.143022528803427
Rerg,0.0429302904344085,0.0512815602582071,0.026487127771026,0.0608583451876092,0.0364533248459108
Ptpro,0.313962992348414,0.502201428983332,0.347780286201689,0.288731623527848,0.263177853899985
Eps8,0.0079463227571716,0.0206385833250766,0,0.0269538169018142,0.0252421351817308
Strap,0.0737243479165278,0.0486500713213452,0.109921288058024,0.102538195305548,0.0578518567705355
Dera,0.0530956496618047,0.0728886211583877,0.0689654715452358,0.12421541691694,0.186000431291399
Slc15a5,0.00405558291124688,0.0103272318532603,0.00995668109812517,0.00570489704355939,0
Lmo3,1.40852798364293,1.28694144830803,1.16403276841737,1.67103599753054,0.294690935959669
A830011K09Rik,0.0277509956603492,0.0362238339803607,0.052446420723018,0.0407525470718534,0.01078333371075
Gm30332,0.017728625436964,0.0151684035572481,0.00665275643822514,0.0128683754730394,0
B230110G15Rik,0.0209482122255851,0.024538784813504,0.0146658371059031,0.0149151405178276,0
Igbp1b,0.000664615662731477,0.000507832297524724,0.00264156964181372,0,0
Pik3c2g,0.0138965799425265,0.0243754464234225,0.0219521221006929,0.0217934021554136,0
Plcz1,0.00319031591588503,0.00333985487847698,0.00320572003036458,0.00642236870459826,0.0359888290674575
Plekha5,3.46870485590003,3.30290702883751,3.10004928913594,3.93101648147493,3.63843399198515
Aebp2,0.288848943098918,0.331061661689531,0.314434239046781,0.351850738547009,0.540769471955743
Gm11077,0.0017860938306533,0.0013467714185476,0,0.010187874595414,0
Gm30524,0.00343276274900742,0.00755623285761914,0.00596109473512879,0.0453278855512095,0.0418022896646201
Pde3a,0.00302862218756409,0.00319263639139541,0.00318777932916372,0.0124842213603092,0
Gm5724,0.00793401419899036,0.0104996484857805,0.00682848185062057,0,0
Slco1a6,0.00112584286575226,0.00347449036550848,0.00539103901494935,0.0174660750749019,0
Pyroxd1,0.206816703851468,0.175497670639385,0.211465874119268,0.190457320905904,0.287083225610463
Recql,0.166771663439907,0.162241027722486,0.14719401040615,0.183892748627483,0.223023181533259
Golt1b,0.0791362956899787,0.0807020118276534,0.112406266518875,0.137026573412831,0.077306141382071
Spx,0.0397790108444124,0.0352081200347127,0.0309676828551206,0.0534397062907032,0.0163779506925416
Gys2,0.0178118558083918,0.0125127093092876,0.031923973344493,0.00796308646741421,0
Ldhb,0.608247346438518,0.558672039177918,0.927552821949446,0.670346129527065,0.437649928923499
Cmas,0.220013610035871,0.214095563577984,0.259934504496235,0.227487853386818,0.133414489660273
Sult6b2,0.00660425314203141,0.00303173305080455,0,0.00886710340106618,0
Gm7457,0.0395120999821484,0.0489343823338206,0.0448105355307976,0.0327195926444366,0.00952654954091558
St8sia1,0.704445825837354,0.916874665644894,0.559640717203156,0.619199295354467,0.334142468216756
C2cd5,1.63246961273794,1.49064885426794,1.57920053257508,1.99609730330299,1.69645140875667
Gm31108,0.00413145768037061,0.00505745971451054,0.0076281839886715,0,0
Etnk1,2.1031916731172,1.87390313185807,1.68073231837742,1.82069262068344,1.16917726862355
1700126G02Rik,0.301607463748057,0.295425307737504,0.379804255528545,0.38828455596891,0.106295102161425
D6Ertd474e,0.0392727388472318,0.0317179963968429,0.0109436084248486,0.0566654902541137,0
1700060C16Rik,0.00680735590677629,0.021600079886762,0.0463594640935248,0.0485394145457837,0.0131418133074002
Sox5,11.3952428851896,9.42316325979054,8.14459068649015,11.3006747560146,11.3682301243656
Sox5os1,0.00483370705887113,0.00494220259831592,0.0110225061457885,0.00697229037744714,0
Sox5os2,0.544037106488173,0.486089743473747,0.924266126862718,0.808914403517468,0.353283195173362
Sox5it,0.00343191622777477,0.00496171761212942,0.0023851263520685,0,0
Sox5os3,0.247020449685941,0.287414165951461,0.252150421041288,0.32677300802794,0.269603362235824
Sox5os4,2.3786022842207,2.44509043402637,3.1060513757251,2.92974913107886,2.84229599232344
Sox5os5,0.000802230111079594,0.00188538878892996,0,0,0
Bcat1,0.511172991608359,0.568453931475377,0.484612811887311,0.603027018575378,0.477564167967345
Gm26666,0.0033322226592157,0.00502384828522647,0,0.0145891020719161,0
Gm15687,0.0066959306814469,0.0203435395605567,0.0198160143078683,0.0861966131101516,0.0743861426493029
Lrmp,0.00638200584866567,0.00968344317996675,0.00367924896226783,0.0164259754041896,0.00944032112196328
Casc1,0.0322393482042484,0.0284683860576804,0.0265029951432097,0.0168903109039338,0.0904663544784537
Gm15543,0.00498538918564221,0.00698577949765011,0.0102475168445329,0.0112865060353943,0
Etfrf1,0.147944586946105,0.132756039773655,0.147642526245752,0.200274130397421,0.0565988126245093
Kras,0.595734618337653,0.518057296073191,0.508134815426609,0.605415518829412,0.383780119790268
Gm15706,0.0692507018389171,0.0858136087668858,0.13595868514056,0.0706169033173245,0.0112610329970789
2010013B24Rik,0.0101618099057208,0.00597243624619459,0.00609393153714192,0.0236563142656158,0.0267596475219228
Lmntd1,0.0639922986842981,0.0444243474065042,0.0257396292943366,0.202641161281282,0
Tuba3b,0,0.0023213482355558,0,0,0
Gm15704,0.0249066243994012,0.012660233065383,0.0156802142634129,0.0351506865434244,0.0456974296504837
Rassf8,1.00930839878746,0.893703197683755,1.0517419264884,1.94348333012,1.21791464234153
Bhlhe41,0.139383766037304,0.132733461797935,0.199706121013541,0.283428403267561,0.243647997847612
Sspn,0.0137651332885821,0.00699487534706656,0.0091291186361416,0.00993560009843993,0
Sspnos,0.00791178513073366,0.00394784804509566,0.020299713148705,0,0
Itpr2,0.00962922953853448,0.016142524965884,0.00867775811926956,0.0920171917517079,0.122522950230012
Ints13,0.302005241036709,0.336599511882305,0.423117856091382,0.491987369309399,0.235956079308637
Fgfr1op2,0.399718755350519,0.412307472621851,0.438122877963995,0.464768117613269,0.491430599035079
Tm7sf3,0.162481808107682,0.140403153660465,0.278354705020223,0.267330048657393,0.153349254321646
Med21,0.168731414293809,0.163515122564826,0.209076430643824,0.22678248663311,0.219138286442126
4930479D17Rik,0.0179673416001885,0.027855087696184,0.0118921429486949,0.0398625219783313,0.0112610329970789
Stk38l,0.428703907326705,0.340811281379229,0.303648514709597,0.648733237051784,0.673228343559601
Arntl2,0.346672409996283,0.303504705597634,0.305214085130799,0.533347247246508,0.334183440604845
Smco2,0.000941404179646277,0.00176282302464067,0,0.00664766763257277,0
Ppfibp1,0.360897589611045,0.297512154584178,0.366100559910908,0.6242634519277,0.96260540362253
1700034J05Rik,0.00118076440325938,0.00240521322909148,0.0104557075805295,0.00721000286958114,0
Gm44085,0.0027945171886843,0.00170009938540245,0.0050996304174412,0,0.0428617964236117
Rep15,0.067097252535594,0.0753399791104334,0.0344135072122642,0.0525741102900548,0.0163779506925416
Mrps35,0.188090711115199,0.243044236092009,0.251589292404937,0.326831505016453,0.261537121571049
Mansc4,0.0783133344591638,0.137097026932526,0.114724092715852,0.110452842733505,0.0434097057098536
Klhl42,0.0617311740770486,0.0646168587365648,0.0553215037853855,0.0669748001955266,0.0920577055969552
E330012B07Rik,0.0024855551449863,0.00531851419719359,0,0.00971328025020957,0
Gm6288,0.00882540221763489,0.0137541513162476,0.0185803245761215,0.0151924905444787,0
Ccdc91,0.245426288771547,0.288098794087161,0.19583181847236,0.310002571560517,0.418174929920951
1700049E15Rik,0.000571403429677666,0,0,0.00476505840903468,0.0162951640841547
Gm15762,0.001515468385814,0.00238070572994094,0,0.022129503326639,0.00944032112196328
Far2os2,0.0679644901317688,0.0636113477623108,0.0402055882395331,0.209185623869537,0.548294390534237
Far2,1.50319983842052,1.17350621963662,1.12318153973348,1.35989317772271,2.25627864890159
Far2os1,0.548831659764773,0.480519761489768,0.511525738815304,0.494335014503108,1.1207782366466
Ergic2,0.302914545936814,0.311944048121718,0.326186744184763,0.514485870203394,0.436013950594041
Gm17216,0.0356072559694661,0.0262262736078896,0.0391771300936447,0.0592552038593006,0.0729341947533865
Tmtc1,4.2394881108095,3.81785702975401,3.40214533775536,3.44940701663265,4.71963955983807
Gm44020,0.131106631961334,0.142560385347687,0.0826251581311897,0.100193024391864,0.183810687239085
4930528G23Rik,0.00153125756058421,0.00226840212628595,0,0,0
Gm44115,0.00120231903295076,0,0.00448137094099827,0.004524800886137,0
Ipo8,0.316246885705012,0.25945471775585,0.286911109934754,0.332212615243633,0.259062853831872
Caprin2,0.0988792023431174,0.109670232788761,0.12085652872867,0.198061961405721,0.107879038285737
Sinhcaf,0.123218692960653,0.135604720928241,0.0789224724983771,0.221825066015018,0.33707196038543
Dennd5b,2.19190165295871,2.1283912221713,1.99275995542211,2.18448099392415,1.64242606587109
Etfbkmt,0.0183721089067702,0.00809542719444433,0.0151932300305188,0.0600188206340384,0.01121118966418
Amn1,0.42642783996156,0.37496135000449,0.361663876094356,0.478600647210345,0.601970773201351
1700003I16Rik,0.00295232728859304,0,0,0.0100075256592958,0
Resf1,0.24701938683161,0.24415637263399,0.215347406166284,0.277168524567909,0.250479491083547
Bicd1,3.16912786144295,3.18763576013769,2.76157341412,2.63008606828485,2.35939441181774
Gm21814,0.0413732006374044,0.041751408645418,0.0369877574860307,0.085771182419423,0.0425597357211575
Nlrp12,0.0233803209861806,0.0231729893746869,0.0374546638424682,0.00572029851711824,0
Myadm,0.0449848468440543,0.0444496411289791,0.0729728698040505,0.110320820473444,0.110970495880052
Prkcg,2.13082663811323,2.01026404685335,2.06570918505115,1.77490829296399,0.590422744001598
Cacng7,0.71718510799571,0.668031746000671,0.580975626669013,0.899735236157057,1.03687247116847
Gm44257,0.751888757279601,0.588323788370032,0.859656279864771,0.932846375927852,0.262554218566822
Cacng8,1.25085395052702,1.03628207845747,1.19900431055062,1.2914392106106,0.89442064994374
Gm44151,4.06714101671625,3.79821565812376,5.33069862704745,4.36190380408559,3.2519209778635
3300002P13Rik,0.00120095451865142,0.00182457319477787,0.00842738380259323,0,0
Cacng6,0.014028235312259,0.0135124713791546,0.0301371383127701,0.0136717625290233,0.0263454627843993
Gm35037,0.140980095866853,0.125053221178811,0.132096747553238,0.0729162156526049,0.0380206805190017
Tarm1,0.0968665578326552,0.0711499244840627,0.118619075897361,0.0540066210295773,0.0306301392649565
Gm44920,0.0523128998920305,0.0436347902233195,0.0541624609716326,0.0306910920940877,0.0163779506925416
Oscar,0.0381754837884695,0.0431227730896508,0.043809354230146,0.0799090646473996,0.00997730163877179
Ndufa3,0.0992885196032006,0.0898093071784847,0.172555419700233,0.181140676493461,0.141005941040113
Tfpt,0.0993807660625695,0.0959676090686942,0.118859128872537,0.152216564710778,0.0508272336668834
Prpf31,0.177877693067173,0.206002166747884,0.223046176145098,0.249273029646253,0.11145791789691
Gm15927,0.0257103098115022,0.046842532712593,0.0211549421909674,0.0337372684452363,0
Cnot3,1.30390150457942,1.21506040779504,1.82426589411192,1.69658560617816,1.13496366260617
Leng1,0.0664309842549438,0.0569991438640153,0.0701067468043104,0.0976495659722472,0.0258217136250703
Tmc4,0.0495049107596588,0.0546981631132844,0.0785661122420101,0.0744778896907094,0.0900956346249751
Gm15929,0.0113155545207997,0.0102992826778292,0.0177475086685837,0.0200028201576949,0
Mboat7,0.232120071011353,0.190901909108428,0.227759580486688,0.19158303089015,0.137771202386051
Tsen34,0.0300026603217816,0.0509540243545412,0.0843799921894325,0.0489836306119472,0.0225220659941578
Rps9,0.0826189882405958,0.0831483532131889,0.158817943268025,0.208963207874155,0.0871373703015738
Pirb,0.00742512313634331,0.00136927275190591,0.0106314486813419,0.00939470793246878,0
Pira2,0.000256409270220756,0.00119273528790841,0.00267189503086306,0,0
Lair1,0.0167732120372616,0.017712807182975,0.0214337320698935,0.076084798284479,0.0126210675908654
9430041J12Rik,0.124053649703434,0.0995603591588672,0.0936064949018102,0.0578544224877408,0.103517309933336
Ttyh1,0.56866444282266,0.547853738575352,0.761472144185137,0.34824723713296,0.186916057024142
D030047H15Rik,0.0307935902529361,0.0348621460831938,0.0347793214792906,0.0192933127116539,0.0279958166803955
Leng8,0.652369175439912,0.684635362050774,0.813309111327035,0.800669194286789,0.35189878958652
Leng9,0.603978434579255,0.65076596378842,0.797112824155145,0.677667305998019,0.312135437854497
Rdh13,0.108578992857126,0.0792741921664947,0.0741024181789569,0.170716006915059,0.251762959719764
Gm15494,0.11164658177244,0.105220947719349,0.117923147153717,0.0832783440727989,0.0628165507928269
Eps8l1,0.209449818889697,0.221594740474604,0.23564258056196,0.254119328760136,0.203336642387144
Ppp1r12c,0.421744689991961,0.451178248813039,0.601100305359628,0.497241841804353,0.432876550663388
Tnni3,0.000732285286631107,0,0.00775683091224421,0.00737555043706473,0
Dnaaf3,0.00276104693191449,0.000920113873292959,0.00345656685484217,0,0
Syt5,0.342184717392923,0.273351287551838,0.354260455867514,0.387489595758116,0.557490862163178
Ptprh,0.0187718665984136,0.020029737902719,0.0498118163090643,0.0286233107874435,0
Gm44877,0.00530861367384265,0.00389817897480166,0.00340437584854068,0.0022298020627007,0
Tmem86b,0.0671189255356815,0.0843156904945472,0.056865393596918,0.0776195761619567,0.126349514293668
Ppp6r1,0.214157203952348,0.189616502339356,0.168558858051352,0.191260457925368,0.156124800346103
