,RNA.0,RNA.1,RNA.2,RNA.3,RNA.4,RNA.5,RNA.6
Gm13727,0.00170261723163103,0.00178174441867583,0,0,0,0,0
Cwc22,0.287797388040573,0.266689223478635,0.25576539415625,0.283367608337798,0.256037954267567,0.368656847709379,0.189024060986529
4930440I19Rik,0.00047163955871139,0.0022925724509686,0.00610070765592162,0.0013864295169735,0.00201485350000201,0,0
Gm14461,0,0,0,0.00578549443945376,0.00246997010348187,0,0
Ube2e3,0.275619591430823,0.313864967726666,0.280964525962058,0.239571251354483,0.281988558793292,0.376883332734088,0.215375990955439
Itga4,0.113835022216659,0.150893683216172,0.0777382780441939,0.0631712170020089,0.0788035767307712,0.0784122127625049,0.0705751405301644
Cerkl,0.0650994540534318,0.0595276633096484,0.0244975601437106,0.0163787829108481,0.0410872481111044,0.0743245559661009,0.0394911366052468
Neurod1,0.0136191479746261,0.0204116282355695,0.0028010101882678,0.00487844671903453,0.00739616335806321,0.0371992604994227,0
Itprid2,0.208921364309929,0.250797505325005,0.420310989687708,0.641680571438058,0.174639176032015,0.317462446034018,0.370721827594826
Ppp1r1c,0.0162173889795178,0.0283461798023385,0.0340685041179264,0.049915650779961,0.0184679600804558,0.0560519963865682,0.0135434592458377
Pde1a,13.2738954111347,14.6557340789413,11.6652076036587,11.6237518399689,12.3546768215131,11.7956430159848,9.46274669623266
Prdx6b,0.00566573980023942,0,0.00080948103037869,0.00123593353149468,0.00237123033657243,0.0058233249788031,0
Dnajc10,0.385477312634435,0.412499900478683,0.389278191188119,0.641177577541265,0.297016511425667,0.410346417173023,0.568945399259158
Frzb,0.00944825067652243,0.00183182264119875,0,0.00105466219222716,0.00206486313261212,0,0.00634761037859687
Nckap1,1.53120667373422,1.45752553567512,2.24766142317406,2.49113895047702,1.48602919778753,1.67167972703264,2.1728096002475
Dusp19,0.0304115954318926,0.0333742481340907,0.0247991050462528,0.0155749363860614,0.0353790501650478,0.0622044704286369,0.0181364502816128
Nup35,0.241810877921793,0.220685661390651,0.257649762082846,0.21066172767896,0.249836765543116,0.275597581853226,0.218082062509338
Zfp804a,1.45034129359781,1.79777308548911,1.06047706784058,2.06565254319956,2.21169690907806,0.978629324937557,1.04273270554745
A130030D18Rik,0.00171554573655767,0.00428772225834746,0.00108965555116303,0.00246566240573745,0,0,0
Fsip2,0.0016802939106406,0.00614246025495901,0.00282820194419248,0.0100021156687244,0.00162813521858367,0,0.00330456052484352
Gm28675,0.00292573818566547,0.00277975069628521,0,0,0,0,0.00465656006869357
Zc3h15,0.848989262333851,0.750698872945849,0.987839364974103,1.07983904788053,0.837619905464766,0.765911254682162,0.836350125155226
Gm13686,0.00156195331633928,0.00121949881037891,0,0,0.000813383476797911,0,0
Itgav,0.586774239875307,0.571146827540615,0.763783082932234,1.8289571632873,0.666847288265772,0.516580039245859,0.966421972510555
Gm13684,0.229508303634706,0.180879641070668,0.135562795422179,0.169746843242859,0.249450311477213,0.0841023297500425,0.136480322890391
Fam171b,1.29796546369802,1.26137266791884,2.08381759999227,1.80476731846472,1.24778811898099,2.03014300107136,2.26299776475638
Zswim2,0,0.000491634011516232,0.00291891246575568,0.00346670025398119,0,0,0
Calcrl,0.00573905173939759,0.0012156995465993,0.00826826650458674,0.0114008334513893,0.00146782096107045,0.00788593779572267,0.0245100284133812
Tfpi,0.0014904246549679,0.0034661963185707,0.0107115195352081,0.0230560370083755,0.0086171642527921,0.00695000674725665,0.0156474494279835
Gm13710,0.0345893655740933,0.0223234901555628,0.112173120271384,0.189294338399571,0.0445438222988129,0.0629533496600854,0.047638857919572
Ctnnd1,0.465153806184619,0.428899492028382,0.954317905706041,1.07002124322976,0.415095837693803,0.593272910389701,0.931876260195615
Btbd18,0.00723503810651861,0,0.000657404797266879,0,0,0,0
Selenoh,0.00661413806001685,0.00173182964338164,0.00130997834081811,0.00395085394921955,0.00142671099743078,0.00803701527756234,0.00704261557108218
Tmx2,0.292201590491561,0.272362469786302,0.149249637284847,0.166003236013526,0.258771515901217,0.202007324229309,0.17461372366021
Med19,0.0618555982671995,0.077025771566995,0.0360686201161566,0.0390383181852466,0.0609616343574009,0.053841394869268,0.0189433802912305
Zdhhc5,0.0833196599915535,0.100843980616238,0.0987952718699378,0.144882423894651,0.0677242059947511,0.130274955608337,0.122358967400136
Clp1,0.0261047049922744,0.024960270001391,0.0272687621205609,0.030804663996092,0.0256617506272093,0.0265395640117542,0.0072359396639034
Ypel4,0.306020113512569,0.259557778652663,0.683704728934518,0.558741674709661,0.329286163333265,0.723910726842467,0.451308995795751
Serping1,0.00182565972039656,0.00376573095830956,0,0.00257195957085311,0,0.00811753541883642,0
Ube2l6,0.00449569039531735,0.0042558470978451,0.00544748903844906,0.0041469420881608,0,0,0.00241359277524793
Timm10,0.0153640326672507,0.0304085366063044,0.0136514632086004,0.0217273652166557,0.0221540964357352,0.0173306151172272,0.0225136514355144
Slc43a1,0.00102731477456391,0.00568676059787132,0,0.00747402992506705,0.00478393781159122,0.0145258843499073,0
Rtn4rl2,0.107851692010934,0.0913949742600993,0.270020340167451,0.267723264796652,0.106647922049476,0.140769372753689,0.241586579924162
Slc43a3,0,0.00389826733514555,0,0.0010506044652791,0,0.00912479678160095,0
P2rx3,0.0209265337127736,0.0275563392826845,0.0232903948029565,0.0153777778302911,0.0249737924617668,0.0317537484287895,0.0458517746298558
Ssrp1,0.145130214259008,0.150825783138226,0.126757697733671,0.141004658360265,0.152101726535955,0.152219528982869,0.162422135389274
Tnks1bp1,0.172860224321634,0.158717034332599,0.262949059676105,0.239288744886887,0.133324887081939,0.217298993432293,0.338238910576233
4930443O20Rik,0.0558847754454366,0.0545621909153994,0.0201829001872719,0.0101126805775921,0.069806652613483,0.0546336613283112,0.0171733920462156
Aplnr,0,0.00186840243744308,0.000940881410178004,0.00168907648898427,0,0,0
Gm13713,0.00804552871279806,0.0148646241712395,0.00972850884825119,0.0120279598840843,0.0170813415479198,0.00753781722903808,0.0150281032866231
Lrrc55,0.0343879888277846,0.0598070781270992,0.0274103369508928,0.0219005280681299,0.0699327331609969,0.0647247594858135,0.00961243535093183
Gm13716,0,0.00469562660325913,0,0.00135176144654696,0,0,0
Gm13715,0.00372290671342553,0.00496215547624843,0.0108417323624535,0.0145129815900173,0.00949042690373762,0.00685043807964704,0.0177651313584116
Olfr987,0,0.000457849169283046,0.00108422074994682,0,0.00583746841035675,0,0
Olfr992,0,0.00113667493029341,0.00148026174580294,0.00123593353149468,0,0,0
4833423E24Rik,0.00187892083805882,0.000889931176282551,0,0.00243642810868126,0,0,0
Olfr1033,0,0,0,0,0.00453484277501257,0.00428988466645074,0.0064763651530106
Olfr52,0.00164379166189967,0.00114651735036171,0,0.00168595682264577,0,0,0.011138921284585
Olfr259,0,0.00293373504241977,0.00212782165151009,0,0,0,0
Olfr1124,0.0883848220027427,0.0939699420733211,0.0417710360121415,0.026473106115483,0.0589246127253545,0.0544140471814326,0.0251680123636713
Olfr152,0.000772598585897356,0,0.00250842774737581,0,0,0,0
Olfr1152,0.000636200306394068,0,0.0017519807035762,0.00113137440380812,0,0,0
Olfr1156,0.00729269999828256,0.00631253523602172,0.00544010783798,0.0024832561108655,0.00683828014519036,0.0042927814304578,0
Olfr73,0.000633993193449075,0.00509036074992526,0,0.000628321306425767,0.00319217318458424,0.00387748090922274,0
Olfr1220,0.00114972342253348,0,0.00369602184281005,0.00522325294378683,0.00182599575200348,0.00435040417429981,0
Olfr1238,0.00369403608202166,0.00272459119865247,0,0.00304597858116057,0.0159138659075682,0,0
Olfr1254,0.000828697598964725,0.00462336632673181,0.00222371655975037,0.00376046160418284,0,0,0
Olfr1256,0.00755472720689558,0.00439631404015235,0.00355971148228059,0.00218543551468208,0.010750916456482,0,0
Olfr1260,0.000778150044759191,0,0.00645785847711141,0.0106113195843041,0.00242899796061331,0,0
Olfr1261,0,0,0.00637601426976076,0.00405791396861796,0,0,0.00634761037859687
Olfr1262,0,0,0.00210900519911962,0.00401174694305399,0,0,0.0273977106472983
Olfr1271,0,0.0039797862420301,0,0.00658961683547209,0,0.00268501065949232,0
Ptprj,2.51410125309549,2.49965255732362,5.32934266972759,5.68163119591973,3.0460712493891,1.90330577588129,5.85321134393187
4933423P22Rik,0.249313475176426,0.259696133133851,0.205934766126292,0.19532366306683,0.275377046438259,0.105304877027087,0.251819369741014
Nup160,0.272304636008299,0.387669324004521,0.389658588324758,0.563889990857444,0.344512932317027,0.455139477130025,0.46843107077192
Fnbp4,0.503619017349904,0.515241600919882,0.59105902635088,0.652443315437023,0.445081283150339,0.50562947560889,0.610643013394579
Agbl2,0,0.00558334712876512,0.0041402514294787,0.00715340710739769,0.00362563176633528,0.0053959668385462,0.00364364828300362
Mtch2,0.904991440574612,0.93696512171293,0.487905934401525,0.583112001816377,0.983507736117858,0.600717227022676,0.410586300527608
C1qtnf4,0.280089717823069,0.226809789777954,0.0817094960534124,0.0542764190129711,0.165027630284522,0.111830324188535,0.0295730239861829
Ndufs3,0.290439856776885,0.311342922656726,0.228674187982848,0.252077466685466,0.272655020627828,0.233436780947827,0.269840215711305
Kbtbd4,0.0438209530991728,0.0479408716557676,0.0324553553477352,0.0233011577853956,0.0578862799256152,0.0221914714140488,0.0339201690986628
Ptpmt1,0.0490002753053912,0.0466513556090737,0.0239093490284314,0.0341531909684068,0.0413908162117334,0.00645176013115797,0.0592860992363778
Celf1,1.93333729886959,1.77239405142452,2.45622146055227,2.78781742927286,1.89410255884588,2.09179892525724,2.13135085782642
Gm13778,0.00601954273699288,0.00392457134495654,0.00287852353007235,0.000925303573596426,0,0.00954883341691986,0
Psmc3,0.338351428006362,0.313989485258841,0.223445732074068,0.34765907043269,0.396631245805065,0.35827564311494,0.237831247314711
Slc39a13,0.160303063704384,0.209449792230324,0.129396014499237,0.143388671316244,0.184052601288935,0.214987724721975,0.115657632232559
Spi1,0.00236096381848835,0,0.00158044496479717,0,0.00215151483856754,0,0
Mybpc3,0,0,0,0.00137383306485773,0,0,0
Madd,0.780117720413799,0.802752327390126,1.52824747667618,1.38666784888088,0.719585618922309,1.03793360747627,1.68942016588068
Nr1h3,0.0122055935644381,0.0174937801733245,0.0114803776699019,0.0110904092649774,0.00818122718165568,0.0157321950917612,0.00412720031366722
Gm13783,0.00166646961560996,0.00279562359509385,0.00200584905584685,0.00608231465100232,0.00635026805606542,0,0
Acp2,0.118428685152743,0.104618370631894,0.0966909696180509,0.107130237927609,0.14025391454473,0.0991058381874908,0.0957452377464504
Ddb2,0.238259562593059,0.272510863954411,0.140238754693086,0.272298800837018,0.305322461464638,0.517870053227864,0.330249702333696
Pacsin3,0.0297128006961006,0.0201628667064943,0.0150761787748708,0.029994848624401,0.0310470461478763,0.0161088497892704,0.0108617717839845
Arfgap2,0.154860644057734,0.170805295775965,0.166116456920089,0.191506928080367,0.175044136523393,0.126756003142304,0.119806529997173
1110051M20Rik,1.86058146662143,1.98358677122843,1.7255078477096,1.68352889824636,1.9816970297039,2.23081478935085,1.59663055306316
Lrp4,0.00145784968633365,0,0.00277585480754764,0.00808806709542791,0.00161600177889476,0.00367996384803516,0
Ckap5,1.02919997404638,0.906499441066791,1.0850897179895,1.1130164232763,1.03211422180678,0.874721195282273,0.834660800176682
F2,0.00261909606502884,0.00038334894713595,0.00392557038685374,0.00658641893868222,0,0.0283299522004437,0
Zfp408,0.198560999091538,0.150324800361475,0.271937290752477,0.258101144008058,0.154064058051086,0.182228071331234,0.271452323812446
Arhgap1,0.182415089817848,0.157860565452235,0.89359292059458,0.808569892113365,0.231243816488326,0.322377099320761,0.722371832662737
Atg13,0.360672861542261,0.364910597093063,0.354766425204176,0.33104137090325,0.348990903952933,0.371235385046354,0.443545724419315
Harbi1,0.0376446719993861,0.0273043807105252,0.0172741212236421,0.0137770363005969,0.0128666667211125,0.0151781558598696,0.0165741967309025
Ambra1,2.11666504750878,1.95074457366735,2.36460602345926,2.75248093084205,2.12669609332625,2.51049394786685,2.68777081705272
Chrm4,0.00431202072837041,0.00100169988470434,0,0.000925491202141809,0.00234129091288806,0,0
Mdk,0.0157228192146208,0.00839448413128066,0.0098702261801108,0.00305670616217889,0.00906416395111531,0.0247396174487756,0.00762016233993849
Dgkz,1.37351740014417,1.59188803368637,0.814320914233443,1.54236684656722,1.71678269473962,0.969417123531127,0.856415258664803
Gm9821,0.0199859881563631,0.022906212919194,0.0035500157329887,0.00395045291973351,0.0139568363095816,0.0107798909628889,0.0110203766764748
Creb3l1,0.0441367673204849,0.0428751988792891,0.0857230197888974,0.0826462956021754,0.0614942829518157,0.0328684574077321,0.22068257679208
Gm13780,0.0398347997516128,0.0150174686661937,0.00248414623468525,0.00115622762699542,0.0452311402171184,0.0310505987511455,0.00560832050430018
2900072N19Rik,0,0.00407437751667083,0,0.00161496647571841,0,0.00431024450292967,0.00412720031366722
Phf21a,1.84149603317953,1.94485937329892,1.99928125549174,1.44432369800804,2.23050279798371,1.8913675372557,3.27970898481969
Large2,0.00156195331633928,0.000574960207004073,0.00116882181825662,0,0,0.00263249755046103,0
Pex16,0.113602481111369,0.143230950528422,0.0740993061036646,0.106277149800882,0.0980420084852856,0.0760329653791569,0.0304994012505436
1700029I15Rik,0.00886677329948678,0.0125768986116005,0.0021255392278815,0.0143084992863498,0.0129063810674499,0.0167351135754757,0.0113369348644411
Mapk8ip1,0.425463052625435,0.524990392518146,0.377013293899719,0.32160812541976,0.423089086688984,0.463147953406435,0.514849877246787
Cry2,0.643084166660362,0.652212596353198,0.701205943858762,1.26177994989889,0.680336670489991,0.884591944736128,0.765202438204127
D930015M05Rik,0.0564663136679943,0.0593724209368098,0.0276274781427757,0.0349262699624491,0.0639214186842937,0.0636300306913619,0.0600693296097898
Slc35c1,0.0127294101964979,0.0115960006557534,0.00109689727249912,0.00474041274336869,0.00421702283786692,0.00773618105752267,0
Gm13814,0.00462048636428903,0.00768748239537762,0.00357242129561452,0.00272578122934369,0.00763258050908088,0.00664933849056027,0
Gm13817,0.00109422072007602,0,0.00254903136366302,0.000640206832901919,0,0,0
Chst1,0.149671354908437,0.163047562558082,0.128278857458719,0.142190381869498,0.101830910963704,0.199052582456713,0.109328052040036
Gm13816,0,0,0,0,0,0.00239016190239678,0
Gm13791,0.020241162390824,0.0141647280563143,0.0187966574939727,0.0138810986138337,0.0237921373673901,0.0412053291210691,0.00935098497174685
Syt13,0.242104694444981,0.199313093249612,0.302936720689329,0.198496640825901,0.239952560505179,0.41819874965228,0.408412375571449
Prdm11,0.210845815855713,0.155260502666751,0.15634550846258,0.168708571801514,0.197485253590334,0.195921998361465,0.17434522985353
4631405J19Rik,0.0150803545830109,0.00911679911300541,0.00472568627726054,0.00172556747443356,0.0132963350514592,0.00280913079874825,0.0297665690972199
Trp53i11,0.000665477857022881,0.0015464593503881,0.00167541624878993,0.00258172782134443,0,0,0
Tspan18,0.00271406240298366,0,0,0.0164532909662842,0,0,0
Alx4,0,0.0039863031183564,0.000712063060304621,0.0010968443349745,0.00302886499274497,0,0.00310873935023617
Ext2,0.59121150688476,0.538884292652836,1.21197614647141,1.22040252451852,0.564720751418929,0.861323644021982,2.0568966040298
Accs,0.00780033415778032,0.00431125152815587,0.00311690734929787,0.00889252886450304,0.00366970027153987,0.0189973747768026,0.00604642444690333
Accsl,0.00370131504659666,0,0.00417032528467383,0.00295576665641016,0.00351369611220765,0.00598874116660678,0.010323561050443
Gm13889,0.0299860872663691,0.0284304718075598,0.105332749025036,0.0733605055571467,0.0226418407950452,0.034877548374863,0.113361430216246
Alkbh3os1,0.00222265696530981,0.00313959386387129,0.000435592393894702,0.00330645345267083,0.00209826663871434,0,0
Alkbh3,0.239772398499341,0.246604267919035,0.231597524464211,0.267288949758113,0.27854261611629,0.302828382873521,0.282256698001914
Hsd17b12,0.278458777547629,0.214232500391607,0.234058391201288,1.14552383701372,0.283210783603416,0.183848507346011,0.267533043690394
Mir670hg,0.542429500852337,0.485544255596479,4.75364722167152,4.79290082533984,0.444422826198375,1.35361058900431,2.16025607134503
Ttc17,0.884666529084036,0.824012672850516,0.758824957340251,0.859731135492829,0.864848228120786,0.88542669959195,0.849487317740592
2810002D19Rik,0.0176394906306429,0.0107970764746026,0.00178289313783134,0.0018391021062133,0.00553172196513411,0.0128701512092327,0.0064763651530106
Api5,0.229999100929778,0.255298458603861,0.202428609208164,0.223607961826753,0.293463761276717,0.249984579998061,0.196215930515926
Lrrc4c,9.47700447215727,13.0178551617329,7.04555579386402,10.9186143013872,11.6970238312176,9.77530036218391,5.81513572677335
4930445B16Rik,0.193489434548544,0.384594325722414,0.0666504438044299,0.0874007380929947,0.384802624519127,0.207309943666493,0.0679878991230805
Gm10800,0,0,0,0.00808806709542791,0,0,0.00585366310529803
B230118H07Rik,0.109561248203112,0.0882289289996189,0.0702787116449574,0.0475163856681633,0.122506584268187,0.133460059877665,0.0861463348901325
Rag2,0.00481516620963183,0,0,0.00254816412419344,0.00761963657951815,0,0
Rag1,0.00227759511464958,0,0,0.0056546306925268,0,0,0
Traf6,0.28160348050441,0.260902357168411,0.173949290435129,0.157199806266669,0.26830218347654,0.33183091431478,0.168711684350888
Prr5l,0.00844422838389884,0.00935831636093965,0.0125462742629741,0.0282513414928006,0.00210260900135324,0.00599569269436837,0.00322636638229473
Commd9,0.0249944657070963,0.0434534105534579,0.0269768103550589,0.0282925389647267,0.0196626579092291,0.0506027666350435,0.0414578236094164
Ldlrad3,0.782519529918792,0.702557258478321,0.31525549145764,0.421788374569924,1.04397838103133,0.638514637022207,0.557266669561964
Gm13919,0.352312268512092,0.358366145771883,0.0508360194080295,0.0508804597683393,0.492369886603523,0.196264213572213,0.0626148986223111
Trim44,1.0998519700127,1.07846226279936,1.00115686914727,0.774941238268844,1.14817881328084,1.03337924748742,1.11181762079547
Fjx1,0.0461330857635199,0.0575995175339203,0.0150565142436841,0.0245174655933013,0.0786695763390213,0.049873364479627,0.00241359277524793
Pamr1,0.00828103788281813,0.026699683133992,0.0347438534971319,0.0298510382370929,0.0320045970893175,0.0363377495140726,0.0246693355097632
Slc1a2,1.29002508183141,1.5055397189934,0.804171505643513,1.31082755810811,0.854341649935263,0.707815350329262,0.843534253694713
Gm13872,0.0176041692954188,0.00993645428662442,0.00735134554140722,0.00625721544758955,0.0112040414470528,0,0
Cd44,0.00904191140498859,0.00769255017308173,0.13491043678559,0.0384927197241345,0.00237123033657243,0.0289202984503172,1.00510222486842
Pdhx,0.39582215072619,0.46321784453059,0.262656890637906,0.306694421234055,0.443839018112833,0.360923320766985,0.241518215360078
Apip,0.19504083436876,0.184278235155986,0.125956926922315,0.109618602930568,0.184139323538653,0.192520387238288,0.131551538771166
Elf5,0.00185085239156041,0,0.00335188265192911,0,0,0.00617165941322605,0
Cat,0.0444027115649216,0.0669712671795378,0.0382851446229591,0.0394277336624872,0.038188179674084,0.0519510555126875,0.0833735316026662
Abtb2,0.00811898797820748,0.00475492818920378,0.0104490106887859,0.0213870857410146,0.0133631713808738,0.0715951153039332,0.00330456052484352
Nat10,0.129480120548389,0.131632506630442,0.145536892202818,0.206650922916677,0.112230743159312,0.178472987277051,0.147380594417592
Caprin1,0.69045940428444,0.750016974614804,0.663857090356072,0.649730930097906,0.717656254079187,0.690137408015699,0.86477589284841
4930547E08Rik,0.00364411861933819,0.00426483757154957,0.00195578127160222,0.00123593353149468,0.00263937922880139,0,0
Lmo2,0.0305343974608177,0.0329812494856325,0.0281979850576689,0.0261089432528626,0.0285452974100879,0.0855240572666648,0.0117411753313673
4931422A03Rik,0.0133479878470753,0.0201357786257108,0.00930419663413005,0.00344695699419058,0.023078292534638,0.012000554316059,0.00888822523473803
Fbxo3,0.468655631288931,0.505305820176398,0.528722416100269,0.475329672920233,0.52001869743307,0.470227036190785,0.36501641711841
Cd59b,0.0260212441723689,0.0332440882951304,0.0208966855010945,0.0226009098844451,0.0612834994994344,0.0282071074949692,0.00931995152881593
Cd59a,0.012808354813105,0.0230747348799569,0.0116824523838803,0.00829134321532544,0.0204948580294357,0.0201998780397832,0.00613944463778646
D430041D05Rik,3.42546907905454,3.20360178056968,3.0668046144409,4.37032877627742,3.68936502426429,3.77487819651227,1.45950326181402
Gm13883,1.00317855190274,0.891662891342974,0.387807029694034,0.327614548017393,1.14854197377732,0.791970736060275,0.134338969449301
Hipk3,0.559284603429151,0.493018687664728,0.500565050008617,0.660551879488436,0.502305104270764,0.311384242843085,0.490862412487038
Platr14,0.0124793534455325,0.00394748241181739,0.0125044482557443,0.0122568950105772,0.00201485350000201,0.0166667228979873,0.00624888488096016
Cstf3,1.20993235442017,1.16343283847291,0.787134554803915,0.81218519295609,1.20549027303955,1.48799523837629,0.703513560798489
Tcp11l1,0.660423538669942,0.644897286543965,0.566796007798954,0.474054535088854,0.654305276083611,0.700550163205837,0.739745383506858
Pin1rt1,0.00296908150125061,0,0,0,0.00298209947262563,0.00268501065949232,0
Depdc7,0.00918773493215633,0.00633067445671285,0.0257392774279683,0.0236814344871752,0.00557821319254765,0.037079744907925,0.00310873935023617
Qser1,0.342822126666489,0.305325428816838,0.538230712281032,0.330782728459177,0.302381818960689,0.389064206978215,0.798037428809833
Prrg4,0.0172530839518432,0.023363861176562,0.0139266871787967,0.00483687939809125,0.0533649642463849,0.0214400500066831,0.028829944356317
Ccdc73,0.245424381416996,0.260146735008299,0.100752140041163,0.0802965885477317,0.265215108668849,0.209912261752221,0.0384737571367401
Eif3m,0.280001171299217,0.278681864780172,0.169241790635547,0.173907322192136,0.240123414066062,0.221875463657606,0.229230535792149
Wt1os,0.0012928780572194,0.00112693934992729,0,0,0,0,0
Wt1,0.00324241982528361,0.0133759762616145,0.0120679039400662,0.0040740116423439,0.00297987943545578,0.00535610033047139,0.00830734796189552
Them7,0.00373002575676904,0.0109109100717246,0.00547349515919548,0.0180651772682625,0,0,0.0122880616565782
Rcn1,0.00351873106078385,0.000530896363296204,0.00528012402776034,0.00355694077996778,0.00196321870491959,0.00459928922584304,0
Pax6os1,0.0266008446775708,0.00126182088690121,0.0305005855425917,0.00949390164207769,0.00575025933669608,0.0624782458083521,0.123267171733358
Pax6,0.00406580714530362,0.00184893575425346,0.00108713022624267,0,0.00188229483362772,0,0
Elp4,1.08220499006872,1.02811191895984,1.11015365829298,0.8328460040958,1.09255985253611,1.27384112279052,0.957272358506758
Gm13954,0.000456443429314258,0.00399338796938802,0,0,0.00232344165053131,0.00251214748918395,0.00713574178890192
Immp1l,0.838651157948332,0.8300171077182,0.466928487021629,0.349411226598509,0.897096043465202,0.625497095377719,0.406320048357723
Dnajc24,0.35994033133041,0.344409970792252,0.221319007711153,0.227510269186151,0.280668903947356,0.403493069675801,0.240628881979757
Gm14015,0.00401158116716513,0.0027216886486624,0.0121634133117001,0.00125659318738003,0,0.00367996384803516,0.00399175303822303
BB218582,0.0264750661991423,0.0221184667653738,0.0202441508717879,0.0152051319645555,0.0291135292504428,0.0470335240003897,0
Mpped2,3.38501732241431,2.70731929490102,3.29801029601303,2.4538780971485,2.25762180557418,2.52036798066953,2.76026743015461
Arl14ep,0.10273079048341,0.065572277077978,0.1591718695483,0.10260238873266,0.0566275785525182,0.186177987471743,0.12536778145334
Kcna4,0.0616659586247479,0.0630018887883636,0.0304385660387219,0.0314795631932154,0.0500636225767226,0.0227668222917733,0.0594263992274554
Gm13912,0.227782155095979,0.3332174175281,0.993493611668201,0.659546466208523,0.392183497077798,0.448626511739109,1.64653697444542
Mettl15,0.188453878043595,0.152500768027475,0.132276845136022,0.120767109889333,0.145524218643223,0.154888228641655,0.140991231080786
Kif18a,0.0240768058554438,0.020979629208987,0.00954773619527734,0.0190763152214146,0.0334689061002169,0.0328912202159634,0.00544429806279822
Gm45346,0.00529487590178314,0.00549910394347465,0.0052072293652866,0.00716695668840302,0.0101091518529549,0,0.00297239536425219
Bdnf,0.30946971671236,0.228712921949047,1.35595542314652,1.96117122683984,0.244504224385504,0.18151292995278,1.02065185269586
Lin7c,0.224178761261641,0.225548941041941,0.208760561485117,0.184144838159463,0.193840237319994,0.188766753382629,0.14777392073522
Platr8,0.0129404511673638,0.0103633448245702,0.00219433479977044,0.00863525613433608,0.0159079438972951,0.0341838153284832,0.00415525011697029
Lgr4,0.338671381294501,0.340786301771119,0.22331592489683,0.245794140171009,0.387537529481584,0.317856880180131,0.143266287939979
Ccdc34,0.259961042784753,0.269811168374219,0.291692669822573,0.217105466446774,0.190759284298867,0.389244347176042,0.155862041032349
Ccdc34os,0.050482441405564,0.0504808088803787,0.0128522478384695,0.00174393459547693,0.0288061741202421,0.0351035082206931,0.0087612031538448
Gm13936,0.0147892557567799,0.0215390296845125,0.104125433359522,0.0587661844859272,0.0228187441906663,0.0531299014486778,0.0285147461599001
Bbox1,0.0211904180271249,0.0379516280879902,0.0324435974844968,0.0110423902539163,0.014725631690189,0.0159609857594274,0.0276229120740357
Fibin,0.00176504684787344,0.000639692456337152,0.00628094466286168,0.0032291168171758,0,0,0.0055223321254841
Slc5a12,0.0654775007675673,0.0620314102802208,0.0199865247931682,0.0128966155821437,0.0573128168004831,0.0476564945611353,0
Ano3,5.10141979908937,5.58745222284813,2.86310130911439,3.60939573755094,5.1414929158506,3.52850488306655,2.83530776681419
Muc15,0.192632698652696,0.205711782575255,0.0569613333990126,0.0365846091345296,0.192142356255226,0.0866667416508442,0.0757878372532793
Gm13941,0.000871927274450101,0,0,0.000700956181336523,0.00126252870359008,0,0
Gm15130,0.00127838165965425,0.00455261590233883,0.00659948429321842,0.00246281254007759,0.0100662629696624,0.00477990908612918,0
4930430A15Rik,0.00392448392473474,0.00279467596899373,0.0125313452015762,0.00416597652386102,0.00155428849957071,0,0
Olfr1276,0.0010900598748088,0,0.00194524894317789,0.00163346192490093,0.00659403304346013,0,0
Olfr1279,0,0.00267566237432986,0.00274573474743038,0.00428571446294706,0,0,0
Olfr1280,0.00145823423944213,0,0.0085132327707087,0.00616202123321066,0,0.00333190727701877,0
Olfr1281,0.000780434689635172,0,0.00434912384834083,0.00512027187164925,0.00188336685726339,0,0
Olfr1307,0.00715353882664993,0.0169869343519749,0,0.00305557795435831,0.00343636402826811,0.0133626536766797,0.00310873935023617
Olfr1313,0.000884873686051064,0,0,0.00153696453500444,0.00103867398724093,0,0
Olfr1318,0,0.00161423627253474,0,0.00195071542152064,0,0,0
Lpcat4,0.173845030573673,0.215521070255536,0.0821473062936866,0.163742257453925,0.166955889206921,0.198935013850454,0.0379189053389026
Nutm1,0.01280362964647,0.00907914877811282,0.00197886689564509,0.00519129877875855,0.0291116262083215,0.0156697082896406,0
Nop10,0.0687543481528297,0.0638731432666248,0.0176241659529816,0.0140709308626256,0.0484214572119822,0.0697401912788097,0.0224640592491253
Slc12a6,0.994245478116587,0.958875266447816,1.32441917611702,1.37732010560881,0.917186262037632,1.15785928188705,1.69809433397275
Emc4,0.0970233538794157,0.0771328452511466,0.0681925397035694,0.104555975137913,0.0930902369291206,0.0893076163892817,0.0626742837204959
Katnbl1,0.345505784320456,0.386559151124518,0.366458064969153,0.393209936733225,0.3797479991648,0.366842515705375,0.326475927369016
Emc7,0.268612700963058,0.334752165254957,0.304262431957833,0.403313374811778,0.339926626072327,0.215902908546373,0.171253386802369
Aven,0.28389020071858,0.291373992515667,0.141289664525955,0.134713812920285,0.255908285984265,0.171833614260461,0.110597274520738
Ryr3,7.78498332704037,7.83317350324188,7.0948550500399,5.88271994520628,3.96422953515639,7.285481018561,3.86999567295556
Fmn1,2.01379604582673,2.97230285543501,1.44028906030105,2.02234135008247,2.28537220828838,1.95613436646755,1.77904133372948
Gm13963,0.704839377280024,0.899863795698232,0.12704661646571,0.204778292837812,0.755031306914621,0.455611561741471,0.159481812673682
Gm13964,0.00856157915511464,0.00687715407582201,0.000423625456128119,0.00203534954380693,0.0130720209375038,0,0.00330456052484352
